Representative,Financials,Utilities,Consumer Discretionary,Real Estate,Industrials,Energy,Consumer Staples,Materials,Health Care,Communication Services,Technology
Roy Blunt,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Louise Mcintosh Slaughter,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
W. Greg Steube,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jon Kyl,0.0,0.0,0.105176782,0.0,0.0,0.0,0.1203106,0.0,0.0,0.0,0.7745126179999999
Dan Newhouse,0.2002477645995046,0.022238392955523247,0.17590121464819755,0.0,0.07368769985262456,0.006288465987423012,0.07045700185908604,0.02571659094856685,0.11845841976308312,0.09632907580734179,0.21067537357864913
Joseph D. Morelle,0.0,0.0,0.494611002,0.0,0.0,0.0,0.0,0.0,0.0,0.505388998,0.0
James French Hill,0.4263728265358099,0.0564581576833104,0.022233376245047388,0.029697443156698294,0.11360309067420558,0.047071056696097346,0.06515161739083367,0.011679825640422057,0.09021510959089113,0.02167132530946607,0.11584617107721829
Aston Donald Mceachin,0.212681588,0.169567102,0.038944544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.578806766
James E. Banks,0.0,0.0,0.9580346203708092,0.0,0.0,0.0,0.04196537962919081,0.0,0.0,0.0,0.0
Hakeem S. Jeffries,0.3973788749282359,0.15842431105549634,0.05470272409685403,0.0,0.12928942622178827,0.007258509534777901,0.05408358546422558,0.09651646680073463,0.048323401211339136,0.003247087884931156,0.050775612801617034
Nicholas V. Taylor,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
A. Mitchell Jr. McConnell,0.962312495,0.0,0.0,0.0,0.0,0.0,0.037687505,0.0,0.0,0.0,0.0
Patrick Toomey,0.0,0.0,0.059175362698160615,0.9267550367362483,0.0,0.0,0.0,0.0,0.0,0.0,0.014069600565591204
William L. Owens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7092441761686327,0.29075582383136733,0.0
Grace Meng,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Barbara J. Comstock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Jared Moskowitz,0.20049620697181356,0.033317309470103126,0.031415229132275325,0.0,0.09898004842560279,0.0,0.12662120899354762,0.0,0.15615922980854455,0.1275886608114915,0.2254221063866215
William M. Cassidy,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Rodney Leland Blum,0.0,0.0,0.16438631,0.0,0.0,0.6242618609999999,0.211351829,0.0,0.0,0.0,0.0
John A. Boehner,0.0,0.0,0.0,0.0,0.156832438,0.053005993,0.171778112,0.0,0.474907511,0.0,0.143475946
Tim Kaine,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Anthony E. Gonzalez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2705265847294734,0.7294734152705266,0.0
Mick Mulvaney,0.8489823430769818,0.0,0.008234736153419115,0.0,0.03731865465977107,0.0,0.01188522963570182,0.06084758057056345,0.018544698329144037,0.0,0.014186757574418547
George Holding,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jim Costa,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John D. Dingell,0.065685844,0.0,0.0,0.046040698,0.8520968950000001,0.016191332,0.0,0.0,0.0,0.019985231,0.0
Robert B. Aderholt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
John Cornyn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Mary Gay Scanlon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Charlie Joseph Crist,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ron Estes,0.0,0.0,0.0,0.0,0.871329064,0.128670936,0.0,0.0,0.0,0.0,0.0
Harley E. Rouda Jr.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott Franklin,0.2378426029499556,0.0,0.1781214842599088,0.0,0.2714835423449096,0.0,0.08287486642914663,0.0,0.07124570962164224,0.0,0.15843179439443714
Scott Mr Franklin,0.0021093280973304056,0.0,0.0005802358870063125,0.0,0.0004983202262919856,0.0005341583278545036,0.48187810707872925,0.0,0.0016280736275367381,0.5096675147754509,0.0031042619797999956
Greg Steube,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sara Jacobs,0.125312504,0.0,0.874687496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elizabeth Fletcher,0.0,0.0,0.3326525853326526,0.0,0.0,0.0,0.48753717848753725,0.0,0.0,0.0,0.17981023617981023
Scott H. Peters,0.08753413966338444,0.11128722873638075,0.01631919351137631,0.0,0.24185022137187712,0.13161941779932607,0.0,0.0,0.0,0.33241318446471696,0.07897661445293834
Seth Moulton,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Warren Davidson,0.0,0.0,0.0,0.0,0.3209556796761817,0.0,0.0,0.6790443203238183,0.0,0.0,0.0
Jamie Raskin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Jackie Speier,0.942467249,0.0,0.019007245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038525506
Tom Graves Jr.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Patty Murray,0.5092779432757115,0.03416738770341545,0.11960164653023338,0.037498405917179053,0.05783655196714549,0.0006383832118617009,0.09111668517998413,0.0,0.04296811107896046,0.019346940762313827,0.08754794437319492
Abigail Spanberger,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Elaine Luria,0.0,0.0,0.0046382480190936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9953617519809064
Brian Babin,0.0,0.0,0.0,0.0,0.166650134,0.046473268,0.0,0.7868765980000001,0.0,0.0,0.0
Ashley Hinson Arenholz,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
George Miller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
David Kustoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Joe Manchin,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Susan W. Brooks,0.07351640099999998,0.0,0.049746426999999954,0.0,0.18169042999999999,0.25692078600000007,0.06675053599999997,0.0,0.0,0.0918799969999999,0.279495423
Steve Womack,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve Chabot,0.0,0.0,0.5050364067315555,0.0,0.0,0.0,0.0,0.0,0.12828265519724621,0.36668093807119834,0.0
William R. Timmons Iv,0.0,0.0,0.889388311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.110611689
Ed Case,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Neal P. Dunn,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark R Meadows,0.1171967377754007,0.0,0.3941273939814779,0.0,0.0,0.0,0.2521758220528744,0.0,0.0,0.1243519601397463,0.1121480860505007
Mrs. Susan A. Davis,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lindsey Graham,0.6711776566711777,0.06896055306896054,0.056435358056435354,0.0,0.0,0.0,0.060178520060178514,0.0,0.07731068207731069,0.0,0.06593723006593723
David A Perdue  Jr,0.048631410048631404,0.0,0.27232048627232047,0.0,0.0,0.0,0.0,0.033162702033162704,0.0,0.6458854016458855,0.0
Cynthia Lummis,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Higgins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
